numero_police,date_edition,date_effet,date_echeance,numero_immatriculation,statut_contrat,entite,type_intermediaire
POL050189,2021-03-02,2025-02-16,2025-08-11,2UM 987,annulé,akwaba,courtier
POL179415,2024-02-04,2024-06-18,2024-12-18,994-HED,annulé,yako,agent
POL674719,2021-08-02,2025-07-22,2025-09-24,13W F81,annulé,yako,courtier
POL167122,2021-07-05,2024-11-22,2024-12-12,JIK 659,valide,yako,direct
POL575837,2021-09-08,2022-11-16,2024-06-25,KNE-9842,suspendu,akwaba,agent
POL528546,2020-04-14,2021-03-25,2024-03-29,LPE-7952,suspendu,yako,courtier
POL646208,2021-07-27,2025-03-03,2025-04-03,130 MXD,valide,yako,direct
POL950822,2024-04-06,2025-07-28,2025-07-31,HEN A38,valide,akwaba,direct
POL099293,2022-05-10,2023-12-27,2024-09-08,KUT 529,expiré,yako,courtier
POL080042,2023-11-11,2025-02-12,2025-08-15,667 KUB,expiré,yako,courtier
POL214676,2024-07-13,2025-02-03,2025-07-11,555 2927,annulé,yako,agent
POL084387,2020-01-28,2023-02-25,2025-05-01,864 RUE,suspendu,yako,direct
POL737748,2020-09-17,2024-12-11,2025-03-12,KLS 546,valide,yako,courtier
POL209573,2022-12-15,2023-05-17,2023-08-03,FL2 7567,expiré,akwaba,courtier
POL713342,2020-03-31,2022-01-09,2022-08-02,21-31889,valide,akwaba,agent
POL394531,2024-01-21,2024-10-25,2024-11-22,MSI 233,annulé,yako,direct
POL025223,2023-01-23,2025-05-27,2025-08-02,4-30445E,suspendu,akwaba,direct
POL371583,2022-02-04,2024-06-19,2024-06-26,MOW2244,suspendu,yako,courtier
POL940715,2021-08-04,2022-04-02,2024-12-22,LJG K99,expiré,yako,courtier
POL251394,2020-12-27,2024-08-13,2025-09-12,RHY T81,suspendu,akwaba,direct
POL715839,2024-05-06,2025-01-10,2025-04-27,4-7641I,annulé,akwaba,direct
POL216085,2019-12-16,2024-12-04,2025-04-01,390HZW,suspendu,yako,agent
POL099502,2020-11-30,2021-05-14,2025-07-11,850 YWZ,expiré,akwaba,courtier
POL673006,2023-03-20,2023-11-26,2024-07-14,6256,annulé,akwaba,courtier
POL600607,2021-11-01,2023-11-14,2024-12-15,6770,annulé,akwaba,direct
POL172898,2020-04-11,2024-09-06,2025-04-14,V97-67R,suspendu,yako,direct
POL087870,2022-10-07,2025-01-03,2025-05-27,7XU I40,suspendu,yako,courtier
POL987328,2022-12-07,2024-02-15,2025-09-10,232SC,expiré,akwaba,courtier
POL780549,2020-08-14,2025-08-19,2025-09-19,VKT 182,valide,akwaba,courtier
POL071435,2024-02-16,2024-12-02,2025-02-10,63W CG8,valide,akwaba,courtier
POL895244,2021-11-04,2023-12-20,2024-01-30,57Z A08,valide,yako,direct
POL136089,2021-06-16,2024-01-18,2024-10-20,KV 2171,valide,yako,direct
POL057508,2024-04-27,2024-05-31,2024-08-08,B25-XRC,valide,yako,direct
POL363702,2022-10-21,2025-08-22,2025-09-14,MSS 684,valide,akwaba,direct
POL552219,2020-08-02,2024-06-23,2025-05-03,VFV 977,expiré,yako,direct
POL612320,2022-01-16,2023-02-24,2023-07-04,DW7 M7U,suspendu,akwaba,agent
POL871836,2021-03-12,2025-03-26,2025-07-06,4LM 502,annulé,yako,direct
POL981230,2023-06-14,2024-06-26,2025-04-05,724 CQR,expiré,yako,agent
POL473178,2021-02-05,2025-03-02,2025-06-17,PES 766,valide,yako,direct
