numero_police,date_edition,date_effet,date_echeance,numero_immatriculation,statut_contrat,entite,type_intermediaire
POL050688,2021-12-26,2023-01-06,2023-01-07,31ZK197,valide,akwaba,agent
POL589983,2021-07-08,2025-07-20,2025-07-26,HHH 483,suspendu,yako,direct
POL074807,2020-06-06,2020-08-22,2020-12-08,22S I45,valide,yako,courtier
POL680830,2021-03-31,2023-06-14,2023-09-22,1J788,annulé,yako,courtier
POL157731,2023-07-29,2025-09-10,2025-09-12,465 5CJ,annulé,yako,direct
POL708569,2023-11-01,2025-06-10,2025-07-08,MEV 919,suspendu,akwaba,direct
POL965973,2020-04-16,2024-08-22,2025-07-27,Q73-59P,valide,akwaba,agent
POL731629,2024-04-30,2025-07-04,2025-09-13,XG 26622,suspendu,yako,courtier
POL161817,2023-03-08,2024-11-28,2025-07-16,S74 5NL,annulé,akwaba,agent
POL486388,2022-04-06,2024-03-17,2025-01-25,08E I69,expiré,akwaba,courtier
POL161948,2022-02-24,2023-03-05,2023-04-18,T17 9IZ,valide,akwaba,courtier
POL662346,2023-01-23,2025-02-09,2025-05-15,KIM 388,annulé,yako,direct
POL921772,2024-05-23,2024-11-25,2025-05-19,UHR-589,expiré,yako,direct
POL285559,2023-07-01,2023-08-12,2024-05-03,5KB W21,expiré,akwaba,agent
POL542941,2019-12-30,2025-02-08,2025-07-10,5VW0918,expiré,yako,agent
POL456672,2022-10-31,2025-01-30,2025-02-13,4VZ 421,valide,yako,direct
POL389010,2022-06-18,2024-05-12,2024-12-21,PW-2492,suspendu,yako,direct
POL372605,2022-01-08,2024-11-04,2025-05-24,OFY-0565,annulé,akwaba,direct
POL108464,2022-10-25,2024-03-22,2025-06-09,TWI-6235,annulé,akwaba,agent
POL357542,2021-08-29,2023-12-25,2025-08-21,YNZ 662,annulé,yako,courtier
POL291274,2020-07-31,2021-06-05,2025-01-08,49K W06,annulé,yako,agent
POL561160,2023-08-07,2023-08-23,2024-05-27,MNI 760,suspendu,yako,agent
POL780721,2022-05-13,2024-12-13,2025-05-23,822 ISG,expiré,akwaba,direct
POL353712,2022-02-16,2025-01-23,2025-06-12,944 PN7,annulé,yako,direct
POL879555,2024-06-29,2025-01-06,2025-08-20,PIS N62,expiré,akwaba,direct
POL021187,2021-11-06,2024-06-09,2024-11-16,6EO 595,annulé,yako,courtier
POL979860,2022-09-23,2025-07-31,2025-09-04,392 TQT,valide,akwaba,direct
POL913569,2021-09-08,2023-04-19,2023-07-23,44JG557,suspendu,akwaba,direct
POL659530,2021-09-07,2025-09-17,2025-09-21,241AT,annulé,akwaba,agent
POL561115,2020-07-22,2025-05-07,2025-06-29,708-SXS,suspendu,akwaba,courtier
POL726848,2022-08-01,2023-07-16,2024-10-07,6K AQ611,annulé,yako,courtier
POL642892,2022-09-02,2025-01-19,2025-06-18,1368,expiré,yako,courtier
POL957298,2021-08-12,2024-10-21,2025-01-19,2XD5592,suspendu,akwaba,agent
POL852533,2021-07-06,2023-03-20,2025-06-25,614-JGT,suspendu,yako,agent
POL835353,2024-08-22,2024-11-25,2025-06-06,56Z•991,suspendu,yako,courtier
POL646751,2023-11-11,2025-06-14,2025-06-17,4-80966U,annulé,yako,courtier
