numero_police,date_edition,date_effet,date_echeance,numero_immatriculation,statut_contrat,entite,type_intermediaire,prime_nette,date_creation
POL075109,2023-06-28,2024-04-08,2024-12-18,9SK2637,annulé,NSIA,banque assurance,4674249,29-09-20242019
POL738855,2020-07-01,2025-05-28,2025-08-16,NS-3362,annulé,SUNU,agent generale,3068501,29-09-20242019
POL706434,2022-01-21,2024-06-18,2025-05-05,765-194,suspendu,NSIA,bureau direct,218648,29-09-20242019
POL508385,2023-02-15,2023-07-26,2025-08-06,784 JRI,annulé,LEADWAY,bureau direct,3272319,29-09-20242019
POL721513,2022-04-26,2022-06-19,2023-01-23,XY5 K3E,annulé,LEADWAY,bureau direct,4992855,29-09-20242019
POL867301,2022-10-07,2023-11-26,2025-06-12,17-68813,expiré,LEADWAY,courtier,4217,29-09-20242019
POL863275,2023-12-19,2024-05-02,2025-08-06,85G 418,expiré,NSIA,banque assurance,3392861,29-09-20242019
POL991048,2023-11-22,2024-03-03,2024-12-02,598YJX,valide,NSIA,agent generale,3234300,29-09-20242019
POL413028,2020-04-11,2023-06-10,2024-08-18,IBC 865,valide,LEADWAY,courtier,3588076,29-09-20242019
POL331813,2020-09-17,2024-11-09,2025-02-01,9ZV 119,suspendu,LEADWAY,agent generale,4550848,29-09-20242019
POL350076,2022-11-13,2024-04-17,2025-09-10,FLV-2973,valide,LEADWAY,banque assurance,1292841,29-09-20242019
POL470887,2022-02-22,2022-11-26,2024-07-20,WZM-263,annulé,LEADWAY,agent generale,1558806,29-09-20242019
POL697725,2023-01-07,2023-02-14,2023-03-19,594 YRA,annulé,LEADWAY,banque assurance,2090219,29-09-20242019
POL842311,2023-04-10,2025-01-17,2025-02-16,260-VZWT,suspendu,NSIA,agent generale,3721669,29-09-20242019
POL402966,2021-01-28,2021-03-13,2023-09-27,KPF 457,suspendu,NSIA,agent generale,1739816,29-09-20242019
POL917951,2022-12-11,2023-09-04,2024-12-14,34Q L33,annulé,NSIA,agent generale,2694877,29-09-20242019
POL180557,2020-09-05,2022-02-01,2023-04-20,NBW 362,expiré,LEADWAY,banque assurance,2136298,29-09-20242019
POL570075,2024-05-28,2025-02-22,2025-03-08,OGZ-6621,expiré,NSIA,bureau direct,4496300,29-09-20242019
POL894615,2023-02-19,2024-04-12,2025-07-31,896-OXF,expiré,NSIA,courtier,4989945,29-09-20242019
POL705837,2022-06-11,2023-11-29,2024-04-08,92R 061,valide,SUNU,banque assurance,2578347,29-09-20242019
POL623534,2020-02-18,2025-07-10,2025-07-23,V97 8CJ,annulé,NSIA,bureau direct,3644985,29-09-20242019
POL041842,2020-02-03,2023-05-16,2025-01-17,7FP1850,valide,LEADWAY,courtier,4258042,29-09-20242019
POL694485,2020-07-05,2025-03-02,2025-03-02,339 YBC,expiré,SUNU,bureau direct,3541008,29-09-20242019
POL373625,2023-04-24,2024-02-18,2025-03-04,IFC 668,valide,LEADWAY,banque assurance,3691824,29-09-20242019
POL637274,2024-07-27,2025-06-29,2025-09-11,147DM,valide,LEADWAY,courtier,1636680,29-09-20242019
POL709634,2020-02-15,2024-11-12,2025-03-17,88R•853,annulé,NSIA,courtier,3279625,29-09-20242019
POL386018,2021-08-21,2023-03-01,2024-08-25,HQH 317,valide,LEADWAY,courtier,254582,29-09-20242019
POL723275,2023-07-24,2024-07-22,2024-08-23,CNE 596,valide,NSIA,bureau direct,1535470,29-09-20242019
POL663541,2022-04-24,2022-08-11,2024-01-08,4ULI 22,suspendu,SUNU,agent generale,1689498,29-09-20242019
POL271902,2022-04-23,2023-10-04,2024-03-26,OBW 1405,valide,NSIA,bureau direct,4580331,29-09-20242019
POL924430,2023-01-07,2023-10-13,2025-04-12,533 6660,expiré,SUNU,bureau direct,3630088,29-09-20242019
POL422935,2019-12-01,2025-07-26,2025-08-18,78-2078B,valide,NSIA,courtier,2463938,29-09-20242019
POL923339,2020-04-15,2024-02-16,2025-08-15,969-QCWY,expiré,NSIA,bureau direct,1005258,29-09-20242019
POL799991,2024-02-03,2025-03-01,2025-07-21,3CN 911,valide,NSIA,agent generale,2713785,29-09-20242019
POL816390,2022-01-22,2024-06-21,2024-10-28,218-TMK,expiré,LEADWAY,banque assurance,3314516,29-09-20242019
POL772266,2024-04-25,2024-07-20,2025-08-15,57TL9,annulé,SUNU,agent generale,3276558,29-09-20242019
POL872326,2023-07-05,2024-11-03,2025-08-07,B 155775,annulé,LEADWAY,agent generale,1541518,29-09-20242019
POL037357,2022-03-14,2022-06-09,2022-06-29,5G047,expiré,SUNU,bureau direct,2630879,29-09-20242019
POL210369,2019-10-18,2021-12-28,2025-07-21,C15 2AM,valide,NSIA,courtier,4405788,29-09-20242019
POL766850,2024-09-06,2025-05-20,2025-06-23,146 4PV,annulé,NSIA,bureau direct,3895905,29-09-20242019
POL117217,2024-04-11,2024-11-10,2025-01-11,Q21 2FI,expiré,LEADWAY,agent generale,673555,29-09-20242019
POL472691,2021-11-18,2022-06-21,2025-08-13,7ZF1030,suspendu,SUNU,bureau direct,1165891,29-09-20242019
POL286213,2024-08-27,2025-01-10,2025-05-26,LVA 090,annulé,SUNU,courtier,583538,29-09-20242019
POL482379,2021-05-18,2021-08-25,2023-04-13,8Z732,suspendu,LEADWAY,courtier,3217512,29-09-20242019
POL526316,2022-02-11,2022-02-16,2023-08-06,72GX3,expiré,SUNU,bureau direct,1041919,29-09-20242019
POL776492,2023-06-13,2025-03-14,2025-08-14,JHI 044,annulé,LEADWAY,bureau direct,4283081,29-09-20242019
POL343385,2019-10-27,2025-05-08,2025-07-28,ZNV 026,suspendu,SUNU,agent generale,3041707,29-09-20242019
POL933145,2022-08-26,2025-09-23,2025-09-23,FH8 U5V,expiré,NSIA,courtier,4184905,29-09-20242019
POL456391,2022-10-30,2023-01-03,2025-04-01,806-067,suspendu,LEADWAY,courtier,1800467,29-09-20242019
POL766950,2022-11-29,2024-11-19,2025-04-19,0999 GW,valide,SUNU,bureau direct,1861603,29-09-20242019
POL653414,2024-02-10,2025-06-19,2025-08-12,FMU-881,valide,LEADWAY,banque assurance,4391826,29-09-20242019
POL235874,2021-12-13,2023-12-13,2024-01-06,987 7MQ,suspendu,SUNU,banque assurance,4913734,29-09-20242019
POL443688,2021-11-08,2023-09-23,2023-10-15,YER-1304,suspendu,SUNU,banque assurance,3635399,29-09-20242019
POL653419,2024-08-28,2025-04-12,2025-09-28,7QT 380,annulé,SUNU,courtier,1503415,29-09-20242019
POL607563,2021-06-23,2024-07-27,2024-09-24,4042,valide,SUNU,agent generale,2851054,29-09-20242019
POL698413,2020-12-19,2024-12-15,2025-04-13,RQP-6144,suspendu,NSIA,bureau direct,4658472,29-09-20242019
POL175522,2022-12-10,2023-08-04,2025-04-09,NSX-638,expiré,SUNU,banque assurance,3706786,29-09-20242019
POL927742,2023-02-13,2024-01-25,2025-05-17,OX0 O6U,annulé,SUNU,courtier,371356,29-09-20242019
POL287611,2022-12-07,2024-09-30,2025-08-09,KUX 497,valide,NSIA,bureau direct,985543,29-09-20242019
POL486852,2022-10-14,2023-02-04,2024-06-03,LL8 5581,suspendu,LEADWAY,courtier,3799814,29-09-20242019
POL689180,2023-03-28,2024-11-24,2025-05-27,6SU 689,valide,SUNU,bureau direct,4717658,29-09-20242019
POL921694,2022-06-11,2025-06-12,2025-08-16,320 LHB,annulé,LEADWAY,bureau direct,3736991,29-09-20242019
POL585701,2023-06-01,2024-08-01,2025-03-23,653 HFM,annulé,LEADWAY,agent generale,2513064,29-09-20242019
POL301022,2023-08-03,2024-02-01,2024-07-18,568 FBO,valide,LEADWAY,agent generale,3839813,29-09-20242019
POL701371,2020-09-18,2022-09-28,2024-01-29,9Q 47199,valide,NSIA,bureau direct,3793138,29-09-20242019
POL926846,2021-11-01,2022-06-29,2024-12-04,969 2EG,suspendu,SUNU,agent generale,1120120,29-09-20242019
POL253223,2019-10-29,2022-08-20,2024-05-15,7-Y6442,annulé,LEADWAY,courtier,30126,29-09-20242019
POL627399,2022-05-23,2024-03-11,2024-08-09,1693,annulé,LEADWAY,courtier,1961131,29-09-20242019
POL060923,2023-04-14,2023-12-11,2024-11-17,325 AND,valide,NSIA,agent generale,3749536,29-09-20242019
POL522011,2021-10-11,2024-06-16,2025-03-15,771K2,suspendu,NSIA,agent generale,783331,29-09-20242019
POL930928,2023-01-27,2023-04-25,2025-04-12,471 IJM,expiré,LEADWAY,agent generale,731720,29-09-20242019
POL486686,2023-09-06,2024-07-16,2024-09-24,61-P428,suspendu,NSIA,bureau direct,1968766,29-09-20242019
POL273597,2023-02-22,2025-01-02,2025-08-12,Z88 7VD,annulé,SUNU,banque assurance,209190,29-09-20242019
POL309074,2021-03-08,2023-12-31,2024-01-18,713 MMT,expiré,NSIA,banque assurance,1570533,29-09-20242019
POL726702,2021-07-23,2024-08-21,2025-07-05,25XE0,valide,LEADWAY,banque assurance,3491674,29-09-20242019
POL952486,2021-08-30,2023-07-27,2025-04-28,FOI U07,expiré,NSIA,courtier,3031575,29-09-20242019
POL876985,2020-07-23,2024-06-05,2025-05-13,ZZO 413,annulé,SUNU,agent generale,2347135,29-09-20242019
POL532851,2023-02-16,2025-05-21,2025-08-30,B67-89U,suspendu,NSIA,banque assurance,2485568,29-09-20242019
POL830956,2021-08-14,2024-07-12,2025-06-08,7UN7039,annulé,SUNU,courtier,201773,29-09-20242019
POL710294,2019-12-12,2022-05-02,2023-04-02,939-ANQ,valide,NSIA,bureau direct,2214994,29-09-20242019
POL318561,2022-07-17,2023-12-22,2024-12-12,425 0SP,suspendu,NSIA,bureau direct,131241,29-09-20242019
POL759495,2024-08-02,2024-08-19,2025-04-01,J57 6JM,suspendu,LEADWAY,bureau direct,1722345,29-09-20242019
POL567720,2023-07-10,2024-12-01,2025-01-29,8L586,expiré,NSIA,banque assurance,3428141,29-09-20242019
POL890703,2023-04-18,2024-09-17,2024-12-12,0N131,expiré,LEADWAY,banque assurance,3816750,29-09-20242019
POL572829,2022-01-13,2023-03-30,2023-10-20,151 GJW,expiré,LEADWAY,banque assurance,4152603,29-09-20242019
POL748890,2022-11-12,2024-06-15,2025-06-30,N 813335,expiré,NSIA,courtier,3835908,29-09-20242019
POL303585,2023-10-01,2025-03-17,2025-08-14,JEV 352,valide,NSIA,agent generale,2573533,29-09-20242019
POL586174,2019-11-11,2025-09-16,2025-09-24,PN7 1986,suspendu,LEADWAY,courtier,152791,29-09-20242019
POL738475,2023-12-09,2024-01-14,2024-07-30,5J658,valide,SUNU,bureau direct,1742115,29-09-20242019
POL277143,2024-07-07,2025-01-16,2025-04-07,1B257,expiré,SUNU,agent generale,1142029,29-09-20242019
POL241231,2020-11-25,2024-02-10,2025-07-02,IF 6527,suspendu,LEADWAY,agent generale,3893188,29-09-20242019
POL266742,2023-12-02,2025-06-08,2025-07-14,269781,annulé,LEADWAY,banque assurance,1077108,29-09-20242019
POL855119,2023-01-21,2024-02-17,2024-04-26,6-Z6406,valide,SUNU,bureau direct,2520632,29-09-20242019
POL621262,2023-03-18,2024-02-08,2024-09-16,50R 861,suspendu,NSIA,agent generale,3312342,29-09-20242019
POL433303,2020-07-18,2021-03-05,2023-06-03,469GJI,valide,SUNU,banque assurance,2516226,29-09-20242019
POL834427,2021-10-23,2022-08-03,2023-03-12,8KO 174,suspendu,LEADWAY,bureau direct,2848867,29-09-20242019
POL300428,2022-04-29,2024-02-14,2024-04-21,8F ST231,annulé,NSIA,courtier,2035938,29-09-20242019
POL310663,2023-10-31,2024-06-07,2025-06-13,775EVL,valide,LEADWAY,courtier,2547051,29-09-20242019
POL640669,2021-02-12,2023-07-16,2025-04-29,AMU-706,suspendu,LEADWAY,agent generale,2311741,29-09-20242019
POL157597,2021-04-07,2025-01-20,2025-02-28,4L 3Z9ONG,valide,NSIA,agent generale,403597,29-09-20242019
POL652703,2023-04-21,2024-01-15,2024-12-04,57V Q74,valide,LEADWAY,courtier,1644783,29-09-20242019
POL267435,2019-11-17,2020-09-01,2024-05-12,FVN 963,expiré,SUNU,banque assurance,2691210,29-09-20242019
POL287563,2020-06-04,2022-10-19,2024-06-30,ZQ 5431,suspendu,SUNU,agent generale,1704776,29-09-20242019
POL319045,2023-05-12,2024-07-16,2025-04-09,HQK 953,suspendu,NSIA,agent generale,645465,29-09-20242019
POL158161,2021-12-09,2025-05-08,2025-09-14,ZIX 261,annulé,NSIA,banque assurance,1194883,29-09-20242019
POL764390,2024-05-16,2024-07-30,2024-09-02,682 XWW,annulé,SUNU,agent generale,3085331,29-09-20242019
POL040413,2020-12-26,2022-07-12,2025-07-20,9EV6380,annulé,NSIA,banque assurance,3468748,29-09-20242019
POL685737,2023-11-09,2023-11-15,2025-06-25,85-71144,expiré,LEADWAY,banque assurance,1084249,29-09-20242019
POL220508,2024-03-16,2024-07-16,2025-02-07,H23 3JC,suspendu,LEADWAY,banque assurance,3994769,29-09-20242019
POL742407,2022-08-08,2023-12-28,2024-06-28,261VCC,valide,SUNU,banque assurance,2212840,29-09-20242019
POL469730,2022-11-04,2025-03-22,2025-04-05,8BCT926,annulé,NSIA,banque assurance,1692300,29-09-20242019
POL478102,2020-06-11,2025-04-02,2025-05-02,C89-THW,valide,SUNU,courtier,874917,29-09-20242019
POL773114,2021-12-13,2023-06-03,2023-11-06,2OJ 123,annulé,LEADWAY,agent generale,1662433,29-09-20242019
POL834751,2022-03-31,2024-07-24,2025-01-30,SNN8925,suspendu,LEADWAY,courtier,535575,29-09-20242019
POL752484,2024-05-07,2024-07-23,2025-09-20,BM 1288,expiré,NSIA,banque assurance,1052323,29-09-20242019
POL894308,2021-10-09,2022-01-02,2023-08-14,181 SXV,valide,SUNU,bureau direct,803073,29-09-20242019
POL942066,2020-07-31,2024-02-02,2025-07-03,NQL 551,annulé,LEADWAY,agent generale,1461131,29-09-20242019
POL948215,2021-02-19,2024-12-25,2025-03-15,6736,expiré,SUNU,banque assurance,1889919,29-09-20242019
POL171415,2020-06-12,2020-11-21,2021-08-25,75D S30,valide,SUNU,courtier,4377588,29-09-20242019
POL828687,2022-06-07,2022-11-17,2023-07-13,E19-92O,valide,LEADWAY,bureau direct,2160340,29-09-20242019
POL980586,2023-03-16,2023-12-31,2024-01-25,253 5561,annulé,SUNU,banque assurance,3452042,29-09-20242019
POL303414,2022-05-17,2022-07-09,2023-08-18,ZFN-476,suspendu,NSIA,bureau direct,2212151,29-09-20242019
POL095603,2021-02-23,2025-09-02,2025-09-13,3-1360H,annulé,LEADWAY,agent generale,4990356,29-09-20242019
POL326321,2024-04-24,2025-02-20,2025-02-28,92T•309,expiré,NSIA,agent generale,2607953,29-09-20242019
POL141445,2022-03-28,2024-09-02,2025-03-03,ADV-8933,valide,NSIA,bureau direct,3759753,29-09-20242019
POL148290,2020-05-29,2022-03-23,2024-01-18,D10 3RG,expiré,SUNU,banque assurance,4159437,29-09-20242019
POL422092,2022-08-31,2024-03-06,2024-08-27,7-P4400,expiré,SUNU,agent generale,2388946,29-09-20242019
POL593556,2022-02-03,2024-09-27,2024-12-01,368-KDB,expiré,NSIA,bureau direct,2060245,29-09-20242019
POL645274,2022-09-20,2024-09-04,2025-08-01,65ES485,suspendu,SUNU,bureau direct,2998566,29-09-20242019
POL542424,2021-07-11,2024-06-29,2025-05-06,21CU456,expiré,SUNU,bureau direct,3228739,29-09-20242019
POL017841,2020-08-25,2022-03-27,2022-05-20,8I 2630D,expiré,SUNU,agent generale,1252914,29-09-20242019
POL390860,2020-12-06,2024-10-02,2025-04-01,99X 647,expiré,SUNU,courtier,2794019,29-09-20242019
POL873542,2021-09-06,2022-04-09,2022-08-06,427 9AT,expiré,LEADWAY,agent generale,4322531,29-09-20242019
POL073183,2020-01-08,2024-12-13,2025-01-23,HE4 J3B,suspendu,SUNU,bureau direct,4034940,29-09-20242019
POL212560,2020-03-14,2023-09-26,2024-03-25,VRB8318,suspendu,LEADWAY,courtier,3742575,29-09-20242019
POL775510,2020-05-27,2025-02-06,2025-03-10,5007 AF,valide,SUNU,courtier,2766299,29-09-20242019
POL639796,2024-01-18,2024-04-15,2024-12-30,IPD-024,expiré,NSIA,banque assurance,3018437,29-09-20242019
POL988043,2024-05-07,2024-12-12,2025-09-08,KSO 437,valide,SUNU,banque assurance,4912084,29-09-20242019
POL895734,2023-07-11,2024-11-21,2025-05-14,801 TH8,valide,SUNU,courtier,2066662,29-09-20242019
POL624846,2019-10-10,2022-08-16,2024-04-24,LHI 213,valide,SUNU,banque assurance,3851862,29-09-20242019
POL225948,2023-02-21,2024-08-30,2025-06-13,74N•102,annulé,NSIA,agent generale,4302247,29-09-20242019
POL431626,2024-06-19,2024-07-16,2024-08-11,850VL,suspendu,LEADWAY,courtier,2235243,29-09-20242019
POL155600,2024-02-22,2024-04-30,2025-03-06,TC 97509,expiré,SUNU,agent generale,2440073,29-09-20242019
POL226653,2023-11-22,2024-05-18,2025-08-13,933R6,expiré,LEADWAY,banque assurance,4990939,29-09-20242019
POL055017,2019-11-18,2021-01-08,2021-08-10,738EEO,valide,NSIA,bureau direct,1802518,29-09-20242019
POL997488,2023-06-06,2024-05-24,2025-08-25,57U 337,valide,LEADWAY,bureau direct,2114580,29-09-20242019
POL962756,2022-09-03,2024-09-13,2025-01-04,1U 2775U,valide,NSIA,banque assurance,3348417,29-09-20242019
POL489266,2023-01-21,2023-10-30,2025-05-14,720 1EI,suspendu,LEADWAY,bureau direct,563884,29-09-20242019
POL246873,2020-11-26,2023-09-13,2024-03-25,SDH 194,expiré,LEADWAY,agent generale,4235498,29-09-20242019
POL578194,2021-03-15,2021-11-09,2024-01-11,9US 842,valide,NSIA,bureau direct,3230266,29-09-20242019
POL975104,2020-07-10,2020-07-13,2022-08-21,19N•543,suspendu,LEADWAY,banque assurance,1570840,29-09-20242019
POL427625,2023-03-13,2024-04-13,2025-06-08,XEN-2164,valide,SUNU,banque assurance,4554065,29-09-20242019
POL427958,2021-09-09,2022-04-22,2024-08-01,3BQ 617,suspendu,NSIA,agent generale,2928590,29-09-20242019
POL145003,2023-06-21,2024-10-09,2025-07-16,7041,valide,LEADWAY,courtier,2271658,29-09-20242019
POL666358,2020-10-31,2022-10-13,2024-09-09,630NBY,suspendu,NSIA,agent generale,324356,29-09-20242019
POL848140,2020-10-13,2021-05-31,2022-03-28,CJA 5016,expiré,SUNU,bureau direct,4429945,29-09-20242019
POL107981,2020-08-05,2022-06-03,2024-04-03,937ZIN,suspendu,SUNU,bureau direct,97355,29-09-20242019
POL382773,2024-02-27,2025-01-29,2025-07-10,2DVP 04,expiré,SUNU,courtier,2141188,29-09-20242019
POL673099,2020-11-15,2020-12-15,2022-02-23,DMP-2230,expiré,LEADWAY,agent generale,4745870,29-09-20242019
POL839366,2024-05-17,2025-09-17,2025-09-28,297 1MC,annulé,NSIA,agent generale,3316697,29-09-20242019
POL955511,2022-08-14,2025-05-04,2025-08-08,6ZC E52,annulé,SUNU,bureau direct,1684648,29-09-20242019
POL480988,2019-10-21,2023-06-05,2023-10-14,LW3 I7R,valide,SUNU,courtier,4232575,29-09-20242019
POL602671,2024-03-17,2024-10-19,2025-02-08,43ZF3,valide,NSIA,bureau direct,3693451,29-09-20242019
POL477844,2020-04-17,2021-08-02,2024-12-16,QSV-6453,annulé,SUNU,banque assurance,1103113,29-09-20242019
POL074915,2022-04-04,2025-04-14,2025-08-18,KYT 953,annulé,NSIA,agent generale,4592701,29-09-20242019
POL358473,2021-06-10,2025-05-05,2025-05-22,479-JTF,valide,LEADWAY,banque assurance,4980769,29-09-20242019
POL781244,2024-07-22,2024-07-30,2024-12-22,T62-64T,valide,LEADWAY,courtier,3162426,29-09-20242019
POL181823,2024-07-17,2025-04-07,2025-06-01,339-KMU,suspendu,NSIA,banque assurance,3873162,29-09-20242019
POL590521,2021-12-31,2023-02-10,2025-06-22,569 AKG,valide,NSIA,bureau direct,2028081,29-09-20242019
POL201263,2020-01-26,2020-11-24,2024-11-08,4Z S6615,suspendu,NSIA,bureau direct,3663312,29-09-20242019
POL845893,2021-05-15,2021-12-06,2025-05-02,RDW 509,suspendu,LEADWAY,courtier,1085600,29-09-20242019
POL915020,2023-09-14,2024-12-14,2024-12-25,DMT 5596,suspendu,SUNU,courtier,3288854,29-09-20242019
POL343961,2023-02-15,2024-02-29,2025-01-25,237ER,expiré,NSIA,courtier,2835238,29-09-20242019
POL151308,2021-11-02,2023-07-08,2025-01-17,7MR4483,suspendu,SUNU,courtier,4359559,29-09-20242019
POL960873,2024-09-15,2024-12-24,2025-07-21,038 3EU,annulé,SUNU,agent generale,3339848,29-09-20242019
POL822045,2019-11-07,2024-09-17,2024-12-28,99H M53,valide,SUNU,agent generale,3846251,29-09-20242019
POL331202,2024-04-13,2024-07-18,2025-01-19,911673,valide,LEADWAY,banque assurance,2335330,29-09-20242019
POL031359,2022-04-04,2024-10-17,2025-01-22,902LE,annulé,LEADWAY,bureau direct,534060,29-09-20242019
POL517454,2020-09-01,2022-07-05,2022-10-04,PMD-166,annulé,SUNU,bureau direct,1645313,29-09-20242019
POL369500,2022-05-15,2022-08-19,2025-02-07,583 SGN,annulé,SUNU,agent generale,128844,29-09-20242019
POL659252,2024-06-06,2024-12-25,2025-05-25,JD-9869,expiré,NSIA,bureau direct,412661,29-09-20242019
POL651011,2021-06-22,2025-02-18,2025-06-27,14-B472,annulé,SUNU,banque assurance,2824370,29-09-20242019
POL221617,2023-02-07,2023-11-21,2025-02-11,56V•777,expiré,SUNU,courtier,4676803,29-09-20242019
POL248799,2022-06-11,2022-09-19,2023-10-09,125KFR,valide,SUNU,banque assurance,3221718,29-09-20242019
POL756333,2021-08-09,2021-10-03,2023-12-19,7K 73440,valide,NSIA,courtier,1680250,29-09-20242019
POL909878,2022-04-25,2024-06-23,2024-12-17,HGB X17,annulé,SUNU,banque assurance,2797454,29-09-20242019
POL555402,2022-06-14,2023-11-07,2024-07-27,048I4,valide,NSIA,courtier,1754866,29-09-20242019
POL731238,2023-07-30,2025-06-27,2025-08-12,ESW 388,annulé,LEADWAY,banque assurance,75490,29-09-20242019
POL368084,2023-05-03,2023-08-28,2023-12-04,V79 4BI,annulé,LEADWAY,agent generale,3713648,29-09-20242019
POL336018,2020-09-23,2022-01-12,2023-05-05,62JU978,annulé,SUNU,banque assurance,183885,29-09-20242019
POL891558,2019-12-17,2024-06-15,2025-01-22,23P 784,annulé,LEADWAY,banque assurance,2072600,29-09-20242019
POL041676,2020-01-26,2023-01-24,2024-06-13,820QO,expiré,SUNU,bureau direct,305657,29-09-20242019
POL924256,2019-12-12,2023-04-10,2023-05-18,051-ZVA,expiré,NSIA,agent generale,2738922,29-09-20242019
POL136663,2020-04-13,2025-02-17,2025-07-16,8-U5214,valide,SUNU,agent generale,2671665,29-09-20242019
POL895388,2020-12-16,2023-04-07,2023-06-17,070426,suspendu,LEADWAY,banque assurance,568627,29-09-20242019
POL077205,2022-12-23,2024-07-04,2024-12-10,337 KZP,suspendu,NSIA,agent generale,626139,29-09-20242019
POL235428,2024-01-08,2024-12-19,2025-01-24,7TT 418,annulé,NSIA,agent generale,3992426,29-09-20242019
POL820046,2023-08-01,2024-10-20,2024-10-25,8-6438I,expiré,SUNU,agent generale,1248344,29-09-20242019
POL429016,2020-05-18,2021-01-07,2024-07-21,031-JCI,suspendu,NSIA,bureau direct,435032,29-09-20242019
POL270483,2022-02-07,2024-03-06,2024-10-21,3Q HH162,valide,SUNU,courtier,3116628,29-09-20242019
POL829957,2022-07-10,2022-10-01,2023-02-26,2-75846Z,expiré,LEADWAY,courtier,4470738,29-09-20242019
POL729009,2021-11-21,2024-04-10,2024-04-27,3MB04,annulé,SUNU,bureau direct,1527841,29-09-20242019
POL093564,2023-02-28,2025-08-02,2025-09-19,HO 49886,annulé,LEADWAY,courtier,1363163,29-09-20242019
POL714644,2023-02-04,2023-03-21,2023-06-24,YGI 385,expiré,NSIA,banque assurance,4557399,29-09-20242019
POL712488,2024-02-18,2024-09-10,2025-05-19,841 0VA,valide,NSIA,agent generale,615585,29-09-20242019
POL056646,2023-06-10,2024-08-07,2025-04-28,871-RDH,expiré,NSIA,courtier,2655446,29-09-20242019
POL076500,2021-08-11,2023-07-17,2024-10-23,BGX 8096,expiré,NSIA,banque assurance,71847,29-09-20242019
POL135108,2021-08-19,2025-02-26,2025-05-01,H18 7YM,valide,NSIA,courtier,1915594,29-09-20242019
POL297551,2021-01-13,2022-01-21,2025-09-14,294 TUO,suspendu,SUNU,banque assurance,742799,29-09-20242019
POL525844,2023-11-14,2025-02-23,2025-06-08,KGP-8894,annulé,NSIA,banque assurance,4319190,29-09-20242019
POL801582,2022-02-20,2024-04-28,2024-09-18,980-BXL,annulé,SUNU,bureau direct,2086244,29-09-20242019
POL159695,2023-02-02,2025-04-14,2025-05-17,345-QDD,valide,NSIA,banque assurance,4262651,29-09-20242019
POL297428,2022-03-02,2024-02-28,2025-08-25,36-6011L,expiré,SUNU,bureau direct,4956324,29-09-20242019
POL346348,2022-02-27,2024-12-08,2025-02-20,219-DGZ,annulé,SUNU,bureau direct,4350365,29-09-20242019
POL443575,2023-11-21,2024-12-13,2025-06-10,662RQ,valide,NSIA,bureau direct,3321148,29-09-20242019
POL304998,2023-02-11,2024-04-25,2025-05-12,OYG 755,suspendu,LEADWAY,banque assurance,373902,29-09-20242019
POL491322,2024-06-17,2025-07-05,2025-07-20,84X 2033,valide,LEADWAY,courtier,1996810,29-09-20242019
POL829510,2022-07-05,2024-06-10,2025-06-04,3-09983,annulé,LEADWAY,courtier,1003652,29-09-20242019
POL284143,2021-11-21,2024-02-25,2025-04-02,689-990,suspendu,LEADWAY,bureau direct,4266591,29-09-20242019
POL353654,2023-02-12,2023-06-29,2023-08-25,ZOE 343,suspendu,SUNU,courtier,3764016,29-09-20242019
POL649640,2023-12-17,2025-03-23,2025-07-06,RLB 4939,expiré,LEADWAY,agent generale,1299660,29-09-20242019
POL069905,2024-02-26,2024-03-17,2025-06-22,749-106,valide,NSIA,banque assurance,4328487,29-09-20242019
POL076222,2020-08-04,2022-08-04,2023-09-01,7E BL339,annulé,NSIA,bureau direct,3521224,29-09-20242019
POL008244,2022-07-21,2023-11-30,2025-02-27,F83 4OE,valide,LEADWAY,agent generale,1095955,29-09-20242019
POL875166,2020-01-29,2024-04-04,2025-01-12,SOH-5557,expiré,NSIA,banque assurance,2970556,29-09-20242019
POL208278,2021-08-31,2021-11-03,2023-05-18,710 GOC,annulé,LEADWAY,agent generale,340789,29-09-20242019
POL677378,2021-08-11,2023-06-02,2023-06-08,3II8404,expiré,LEADWAY,banque assurance,4573675,29-09-20242019
POL496231,2023-12-27,2025-05-18,2025-08-31,00-LL85,valide,LEADWAY,banque assurance,2795923,29-09-20242019
POL004233,2020-06-24,2025-06-08,2025-08-03,173 AWE,annulé,NSIA,courtier,4139087,29-09-20242019
POL136911,2023-11-20,2024-09-09,2024-11-04,KQL 740,valide,NSIA,courtier,311575,29-09-20242019
POL282718,2021-12-14,2022-01-02,2025-02-09,6IM 013,expiré,SUNU,banque assurance,2345638,29-09-20242019
POL167202,2023-07-24,2024-05-27,2024-07-06,4Q473,expiré,LEADWAY,courtier,1208851,29-09-20242019
POL844495,2023-05-02,2024-03-16,2025-05-30,26G RF2,expiré,NSIA,agent generale,1697923,29-09-20242019
POL094089,2020-12-08,2022-09-01,2025-03-02,382HSH,suspendu,NSIA,courtier,2461858,29-09-20242019
POL696489,2020-11-11,2021-02-03,2025-06-09,597 AIB,annulé,NSIA,agent generale,3441959,29-09-20242019
POL576181,2020-08-13,2025-07-27,2025-08-06,FFA 815,expiré,SUNU,bureau direct,2134892,29-09-20242019
POL115357,2023-08-17,2025-01-26,2025-06-09,662 7078,valide,NSIA,bureau direct,4264620,29-09-20242019
