numero_police,date_edition,date_effet,date_echeance,numero_immatriculation,statut_contrat,entite,type_intermediaire,prime_nette,date_creation
POL105533,2024-05-29,2025-04-23,2025-05-17,7X 7Z1WXT,valide,SUNU,agent generale,3329489,29-09-20242018
POL552679,2020-06-13,2021-09-11,2024-07-06,2CS 891,annulé,LEADWAY,banque assurance,595822,29-09-20242018
POL101298,2023-07-10,2023-10-13,2024-12-25,285 FGG,suspendu,NSIA,banque assurance,4297687,29-09-20242018
POL069861,2020-05-13,2021-09-20,2024-09-03,8CI 868,valide,LEADWAY,courtier,2738995,29-09-20242018
POL831954,2024-02-24,2024-03-02,2025-07-01,822-ZEW,suspendu,LEADWAY,courtier,3988809,29-09-20242018
POL583129,2019-11-29,2024-07-03,2024-10-29,YRQ 601,annulé,NSIA,bureau direct,430561,29-09-20242018
POL658667,2023-10-23,2024-01-15,2024-05-01,350959,expiré,LEADWAY,agent generale,3060884,29-09-20242018
POL559167,2022-04-05,2022-06-22,2022-12-22,IYF 179,expiré,SUNU,bureau direct,399570,29-09-20242018
POL217260,2022-01-03,2024-10-10,2024-11-26,3J880,valide,SUNU,courtier,3700119,29-09-20242018
POL874777,2020-03-22,2025-04-29,2025-09-05,3U 0652K,suspendu,NSIA,agent generale,3409667,29-09-20242018
POL023668,2020-05-28,2021-10-14,2024-05-01,807 2044,suspendu,NSIA,banque assurance,472273,29-09-20242018
POL197049,2021-12-10,2022-12-24,2023-06-01,84-21938,suspendu,NSIA,banque assurance,56968,29-09-20242018
POL338631,2023-04-09,2023-08-14,2024-03-14,973-397,valide,NSIA,bureau direct,4833221,29-09-20242018
POL968028,2024-03-30,2025-04-30,2025-05-31,FNZ V30,valide,SUNU,bureau direct,664875,29-09-20242018
POL691190,2022-04-01,2023-10-31,2024-11-04,OXH5182,valide,SUNU,banque assurance,34277,29-09-20242018
POL846186,2022-06-23,2023-09-12,2025-04-12,837 BHX,suspendu,LEADWAY,banque assurance,2498734,29-09-20242018
POL016503,2019-11-23,2022-08-16,2022-10-21,X27-33R,valide,NSIA,banque assurance,169837,29-09-20242018
POL363172,2022-06-26,2023-08-19,2024-09-12,OO9 3107,valide,SUNU,banque assurance,3544407,29-09-20242018
POL783589,2023-08-30,2024-11-06,2025-01-08,3MQ3544,annulé,SUNU,agent generale,1021604,29-09-20242018
POL979903,2020-10-25,2021-03-28,2024-10-13,W31-ELE,expiré,SUNU,bureau direct,1343972,29-09-20242018
POL020995,2019-11-04,2022-11-05,2024-08-12,NNM-425,annulé,SUNU,banque assurance,3976864,29-09-20242018
POL074579,2020-04-02,2022-08-24,2022-12-10,751 KER,expiré,SUNU,banque assurance,2238123,29-09-20242018
POL862286,2022-10-22,2025-02-13,2025-05-16,7YC09,annulé,NSIA,bureau direct,4172518,29-09-20242018
POL883732,2020-04-29,2022-11-28,2024-06-16,KZV-3180,annulé,NSIA,bureau direct,3463326,29-09-20242018
POL836550,2021-06-21,2024-11-29,2025-01-09,661QW,annulé,SUNU,courtier,2160760,29-09-20242018
POL860692,2020-03-17,2023-01-31,2024-11-07,YFV M11,annulé,LEADWAY,agent generale,4645284,29-09-20242018
POL829854,2021-09-08,2024-01-20,2025-06-04,781-826,expiré,LEADWAY,agent generale,1998060,29-09-20242018
POL316581,2020-03-20,2024-11-20,2025-06-10,9K JM822,annulé,LEADWAY,courtier,3733021,29-09-20242018
POL022421,2021-01-01,2023-07-11,2025-03-17,071 ECG,annulé,SUNU,bureau direct,1482401,29-09-20242018
POL092305,2021-08-07,2022-08-05,2025-03-16,99-A577,suspendu,LEADWAY,courtier,544533,29-09-20242018
POL328535,2021-04-28,2025-05-28,2025-09-18,650 NZB,annulé,SUNU,agent generale,3536853,29-09-20242018
POL729858,2024-03-10,2024-05-23,2025-01-07,81H C79,expiré,SUNU,banque assurance,3547947,29-09-20242018
POL771497,2022-03-26,2025-05-14,2025-05-31,870-FTD,suspendu,NSIA,banque assurance,4099387,29-09-20242018
POL540549,2022-08-04,2022-08-07,2022-12-10,173Q8,expiré,LEADWAY,banque assurance,3521024,29-09-20242018
POL080741,2024-05-19,2024-05-21,2024-06-15,76-13125,suspendu,NSIA,banque assurance,2074074,29-09-20242018
POL581864,2022-07-05,2022-09-15,2024-07-16,GCF 5573,expiré,LEADWAY,courtier,3086296,29-09-20242018
POL661271,2021-07-16,2022-12-05,2025-03-19,70-5147O,annulé,LEADWAY,courtier,2220381,29-09-20242018
POL919013,2023-09-30,2025-08-20,2025-09-06,302 VPG,expiré,LEADWAY,bureau direct,3853084,29-09-20242018
POL154568,2024-07-01,2024-08-08,2025-07-09,PHQ 078,suspendu,NSIA,bureau direct,2107976,29-09-20242018
POL599968,2024-09-26,2025-04-24,2025-09-18,503 ZDD,valide,LEADWAY,banque assurance,4708468,29-09-20242018
POL949565,2021-06-17,2025-04-05,2025-08-16,161 CKM,expiré,LEADWAY,banque assurance,3539546,29-09-20242018
POL686060,2024-03-16,2024-11-07,2025-01-22,9134 ZI,expiré,LEADWAY,banque assurance,1133262,29-09-20242018
POL752173,2022-12-29,2023-08-10,2025-03-09,571-NSOU,expiré,LEADWAY,bureau direct,1899782,29-09-20242018
POL173007,2022-07-11,2023-06-27,2023-09-08,9ZKZ 83,annulé,LEADWAY,courtier,3297578,29-09-20242018
POL503080,2020-06-16,2022-11-20,2024-06-03,SBJ-4864,suspendu,SUNU,banque assurance,768033,29-09-20242018
POL715900,2020-11-13,2022-10-16,2024-10-22,56N B22,suspendu,SUNU,banque assurance,1657460,29-09-20242018
POL318706,2022-08-01,2025-06-21,2025-06-30,XTK 644,valide,LEADWAY,bureau direct,1238295,29-09-20242018
POL793638,2021-03-04,2023-03-30,2024-01-17,533 UPB,expiré,SUNU,banque assurance,1898398,29-09-20242018
POL934991,2023-09-10,2023-12-21,2025-05-28,0-99503R,annulé,SUNU,courtier,327116,29-09-20242018
POL846378,2020-03-01,2020-06-29,2020-10-16,103-BRL,suspendu,LEADWAY,bureau direct,4837618,29-09-20242018
POL211937,2022-11-18,2023-09-25,2025-08-27,9N G1373,suspendu,NSIA,bureau direct,70327,29-09-20242018
POL734087,2024-02-17,2024-09-10,2025-07-18,3S 3P2KER,annulé,SUNU,courtier,512307,29-09-20242018
POL978686,2021-06-11,2025-04-21,2025-05-24,GPG-3803,suspendu,NSIA,banque assurance,172177,29-09-20242018
POL458517,2021-07-10,2024-03-26,2024-10-25,298WWW,valide,SUNU,banque assurance,2524949,29-09-20242018
POL384227,2023-03-06,2024-12-05,2025-05-26,MR 47605,valide,LEADWAY,bureau direct,1082307,29-09-20242018
POL270187,2024-09-16,2025-08-03,2025-08-11,4-70085Q,suspendu,SUNU,banque assurance,3282543,29-09-20242018
POL912554,2019-09-30,2022-05-13,2024-05-22,557-MJZ,expiré,NSIA,banque assurance,1534094,29-09-20242018
POL094412,2020-09-25,2023-12-01,2025-02-08,602 QAR,suspendu,NSIA,banque assurance,966061,29-09-20242018
POL186015,2023-10-13,2025-09-17,2025-09-20,1S K1593,expiré,LEADWAY,banque assurance,595582,29-09-20242018
POL623536,2023-06-27,2024-08-15,2024-12-14,244RZF,annulé,LEADWAY,banque assurance,2102388,29-09-20242018
POL480645,2023-03-05,2023-06-02,2023-12-28,7894 CT,annulé,LEADWAY,agent generale,1034366,29-09-20242018
POL929545,2024-06-29,2024-09-09,2025-07-08,199-DQP,annulé,LEADWAY,courtier,1289482,29-09-20242018
POL697935,2022-11-30,2025-04-20,2025-05-02,732U,expiré,SUNU,courtier,3283958,29-09-20242018
POL666880,2024-08-30,2025-08-22,2025-09-25,454U7,suspendu,SUNU,banque assurance,4387742,29-09-20242018
POL666144,2020-06-12,2021-10-22,2022-02-23,HOR 2409,expiré,LEADWAY,banque assurance,663737,29-09-20242018
POL117848,2019-12-10,2020-09-18,2022-04-06,3HP Y79,annulé,SUNU,agent generale,3477117,29-09-20242018
POL755808,2024-09-20,2024-11-26,2025-02-15,HNY 338,expiré,NSIA,courtier,1575004,29-09-20242018
POL423257,2022-08-25,2024-12-15,2025-08-03,746-857,annulé,SUNU,agent generale,904828,29-09-20242018
POL338864,2021-04-12,2022-06-05,2022-12-13,991 XYI,suspendu,SUNU,banque assurance,4430051,29-09-20242018
POL533967,2019-12-21,2021-11-26,2024-06-30,6L 0928T,valide,SUNU,agent generale,1776622,29-09-20242018
POL187243,2023-02-25,2025-08-16,2025-08-18,487-QKP,annulé,NSIA,courtier,1010559,29-09-20242018
POL257376,2023-09-02,2025-06-18,2025-08-23,CD-9405,valide,NSIA,courtier,2118653,29-09-20242018
POL518190,2020-11-30,2022-06-13,2024-11-13,505 YTT,annulé,NSIA,bureau direct,4316679,29-09-20242018
POL753537,2023-10-02,2024-05-29,2024-12-23,5AA1916,valide,SUNU,agent generale,3314530,29-09-20242018
POL685337,2024-07-15,2025-05-19,2025-05-22,24-SM91,valide,LEADWAY,courtier,220676,29-09-20242018
POL860137,2022-12-19,2024-06-14,2024-11-02,6BM 386,expiré,NSIA,banque assurance,566782,29-09-20242018
POL251528,2019-12-23,2021-09-02,2024-01-11,00I CQ5,suspendu,LEADWAY,bureau direct,817145,29-09-20242018
POL435497,2022-01-08,2025-09-16,2025-09-18,KOA 061,annulé,NSIA,bureau direct,4685972,29-09-20242018
POL661363,2021-02-27,2024-06-03,2024-09-10,2NI 972,suspendu,LEADWAY,agent generale,3434875,29-09-20242018
POL980504,2022-08-05,2025-03-08,2025-09-09,NX0 Z0I,valide,NSIA,courtier,3802595,29-09-20242018
POL621702,2024-04-12,2025-03-24,2025-04-12,UGT-959,suspendu,LEADWAY,agent generale,2589768,29-09-20242018
POL047585,2022-05-20,2024-06-01,2024-08-31,MIE 212,annulé,NSIA,courtier,4752322,29-09-20242018
POL041117,2020-03-18,2025-07-07,2025-07-17,BQM-651,expiré,NSIA,bureau direct,4604745,29-09-20242018
POL835404,2024-06-07,2024-07-08,2024-12-29,PYU5995,annulé,SUNU,banque assurance,4694657,29-09-20242018
POL971992,2022-07-26,2024-07-31,2025-01-27,864 QYY,annulé,LEADWAY,agent generale,4323018,29-09-20242018
POL076203,2024-05-05,2025-07-13,2025-07-13,AKY 884,valide,SUNU,courtier,1932321,29-09-20242018
POL129232,2020-02-24,2020-11-19,2024-05-24,TY2 3172,annulé,SUNU,bureau direct,4742402,29-09-20242018
POL430433,2019-12-28,2025-05-09,2025-08-24,TVG 928,valide,SUNU,courtier,543337,29-09-20242018
POL054380,2020-12-12,2024-08-22,2025-06-30,8D 7084Q,expiré,LEADWAY,banque assurance,281637,29-09-20242018
POL933000,2022-12-09,2025-04-02,2025-08-28,356 JNB,valide,SUNU,agent generale,1913828,29-09-20242018
POL585907,2021-05-31,2022-06-19,2023-04-30,30-29226,valide,SUNU,agent generale,3566263,29-09-20242018
POL958187,2020-04-24,2024-03-19,2025-07-21,E 877589,suspendu,NSIA,bureau direct,271572,29-09-20242018
POL008923,2022-11-03,2025-05-16,2025-07-20,2M 7E8SVK,suspendu,LEADWAY,courtier,3967882,29-09-20242018
POL457567,2023-07-04,2025-07-03,2025-08-07,205-673,suspendu,NSIA,bureau direct,2489705,29-09-20242018
POL029496,2023-08-04,2024-06-09,2024-10-01,8HGZ 95,suspendu,NSIA,bureau direct,1931709,29-09-20242018
POL287526,2021-07-22,2022-06-20,2023-01-16,4SS9539,annulé,SUNU,bureau direct,1512111,29-09-20242018
POL201784,2023-08-18,2025-01-28,2025-05-25,925-ORKT,expiré,LEADWAY,agent generale,398127,29-09-20242018
POL342321,2019-10-04,2024-03-28,2025-06-18,415 SMY,suspendu,NSIA,banque assurance,3014569,29-09-20242018
POL626660,2021-11-09,2022-07-02,2025-05-16,539-SSV,suspendu,SUNU,courtier,1893172,29-09-20242018
POL565907,2022-03-16,2023-08-06,2023-11-04,2F304,expiré,SUNU,courtier,3628505,29-09-20242018
POL784991,2019-11-07,2022-12-02,2023-03-03,VJW 447,annulé,LEADWAY,agent generale,3613640,29-09-20242018
POL529420,2024-09-02,2025-03-09,2025-07-10,WB-2765,valide,SUNU,bureau direct,2513998,29-09-20242018
POL565544,2022-10-24,2025-02-01,2025-02-23,7629,valide,LEADWAY,bureau direct,1607779,29-09-20242018
POL865722,2023-04-14,2025-05-28,2025-07-25,17S•502,annulé,SUNU,agent generale,3222200,29-09-20242018
POL773363,2024-03-21,2024-04-26,2024-08-01,939130,expiré,LEADWAY,agent generale,1080948,29-09-20242018
POL757089,2021-09-09,2024-04-29,2025-04-12,3CM 453,expiré,NSIA,courtier,4588107,29-09-20242018
POL341031,2020-11-19,2021-12-19,2025-09-25,OEP 811,suspendu,NSIA,agent generale,3068546,29-09-20242018
POL306763,2021-03-14,2023-01-12,2023-09-28,C03 1LU,annulé,LEADWAY,banque assurance,546025,29-09-20242018
POL351333,2023-01-19,2025-02-27,2025-09-10,KPS 443,valide,LEADWAY,banque assurance,1787488,29-09-20242018
POL679483,2020-03-25,2023-03-07,2024-04-12,NJO-6714,valide,NSIA,banque assurance,4012281,29-09-20242018
POL640616,2022-01-08,2022-04-24,2024-11-27,2TU2974,valide,SUNU,bureau direct,3365072,29-09-20242018
POL982250,2022-12-14,2025-04-28,2025-08-01,298N,expiré,SUNU,agent generale,2430111,29-09-20242018
POL092758,2023-03-09,2023-05-24,2025-01-25,3-59924N,valide,SUNU,agent generale,1796610,29-09-20242018
POL893833,2023-01-07,2025-08-18,2025-09-12,2PM Q36,expiré,SUNU,agent generale,1162472,29-09-20242018
POL172476,2023-03-13,2025-06-14,2025-08-13,41W 775,annulé,LEADWAY,agent generale,1131411,29-09-20242018
POL028959,2021-05-25,2025-08-06,2025-08-09,CPT-277,expiré,NSIA,agent generale,2233817,29-09-20242018
POL525709,2023-08-19,2024-07-10,2024-08-13,8-8414F,valide,NSIA,agent generale,2001407,29-09-20242018
POL828367,2023-10-05,2025-06-14,2025-09-18,O80 6IR,suspendu,NSIA,agent generale,1451783,29-09-20242018
POL288295,2023-07-29,2023-08-03,2025-03-01,EEK-9445,expiré,LEADWAY,courtier,722196,29-09-20242018
POL187495,2024-06-28,2024-12-04,2025-06-22,1EGT 33,annulé,SUNU,courtier,4689771,29-09-20242018
POL274101,2020-08-19,2022-03-27,2022-12-26,579H,valide,LEADWAY,bureau direct,3877433,29-09-20242018
POL934467,2022-12-13,2023-10-19,2024-07-18,199 YPK,annulé,NSIA,courtier,3991403,29-09-20242018
POL148716,2019-09-30,2025-04-05,2025-09-21,6EG 796,annulé,NSIA,agent generale,4946003,29-09-20242018
POL354324,2023-07-16,2024-08-28,2024-12-08,7521,expiré,NSIA,agent generale,3573360,29-09-20242018
POL937393,2019-11-23,2023-12-14,2023-12-26,CKC-288,valide,NSIA,courtier,1357255,29-09-20242018
POL021015,2022-08-31,2022-12-24,2024-12-28,9XR A87,suspendu,NSIA,courtier,96962,29-09-20242018
POL269990,2024-03-10,2024-11-27,2024-12-04,27-51432,annulé,NSIA,bureau direct,4662565,29-09-20242018
POL167897,2024-02-29,2024-10-07,2025-05-02,CHF 014,valide,LEADWAY,agent generale,1037701,29-09-20242018
POL752058,2019-12-04,2024-01-31,2024-06-02,8DE 569,expiré,LEADWAY,courtier,1427678,29-09-20242018
POL913791,2020-08-14,2022-08-10,2024-04-25,GCG 894,annulé,NSIA,banque assurance,3855525,29-09-20242018
POL134019,2021-12-20,2023-03-24,2024-06-21,AQY 103,suspendu,NSIA,bureau direct,1622766,29-09-20242018
POL885448,2022-01-26,2023-09-28,2024-08-15,638 ATZ,expiré,NSIA,bureau direct,3539383,29-09-20242018
POL521243,2023-06-20,2024-12-27,2025-07-29,321-WZV,suspendu,NSIA,bureau direct,4073641,29-09-20242018
POL868609,2023-01-21,2025-06-01,2025-07-06,4UJ 731,suspendu,SUNU,banque assurance,2929455,29-09-20242018
POL085516,2020-09-06,2023-07-16,2024-02-20,747 YUK,suspendu,LEADWAY,courtier,4139498,29-09-20242018
POL790736,2024-09-28,2025-08-16,2025-08-19,573166,suspendu,LEADWAY,banque assurance,820048,29-09-20242018
POL228570,2022-06-30,2023-12-14,2024-04-12,4YH6072,annulé,SUNU,courtier,3914832,29-09-20242018
POL731271,2020-04-16,2020-08-24,2023-01-06,LKW 539,annulé,NSIA,agent generale,329001,29-09-20242018
POL859115,2020-03-01,2021-08-25,2022-05-01,718 YB7,suspendu,LEADWAY,bureau direct,3643256,29-09-20242018
POL957569,2022-07-14,2023-07-30,2023-11-27,005T,valide,SUNU,banque assurance,3924099,29-09-20242018
POL644245,2023-03-16,2023-07-11,2025-09-03,8AKV 96,valide,SUNU,agent generale,114207,29-09-20242018
POL693939,2021-07-26,2021-10-19,2022-01-12,PVC3885,annulé,NSIA,banque assurance,2578614,29-09-20242018
POL588291,2021-01-31,2021-10-25,2024-03-16,784DZ,suspendu,LEADWAY,banque assurance,4413134,29-09-20242018
POL831474,2022-12-15,2024-11-08,2025-05-12,KLX 445,valide,LEADWAY,courtier,1550,29-09-20242018
POL412592,2020-03-08,2022-12-15,2023-06-08,396-FWT,valide,SUNU,banque assurance,3118662,29-09-20242018
POL023135,2021-09-15,2023-12-05,2025-03-04,817 WKV,expiré,NSIA,courtier,1296374,29-09-20242018
POL300962,2022-08-16,2025-01-01,2025-04-28,BTW-693,annulé,SUNU,bureau direct,1836944,29-09-20242018
POL639725,2023-01-23,2024-08-20,2024-11-11,CO6 H3W,expiré,SUNU,agent generale,2172840,29-09-20242018
POL064956,2024-04-07,2024-11-07,2025-04-12,UKX 168,annulé,SUNU,banque assurance,3466515,29-09-20242018
POL043097,2023-02-05,2025-02-15,2025-09-09,3X344,suspendu,SUNU,banque assurance,58535,29-09-20242018
POL126148,2022-06-07,2025-06-05,2025-08-10,5QMN035,annulé,SUNU,bureau direct,1501848,29-09-20242018
POL211038,2024-08-13,2024-12-04,2025-04-21,MOA-130,expiré,LEADWAY,bureau direct,356328,29-09-20242018
POL872236,2024-02-06,2025-08-18,2025-09-23,5NGT 60,expiré,LEADWAY,agent generale,3287132,29-09-20242018
POL430165,2024-02-23,2025-04-23,2025-07-11,KXS 069,suspendu,LEADWAY,banque assurance,2437479,29-09-20242018
POL737263,2023-06-29,2024-12-18,2025-03-24,072-EHVE,annulé,SUNU,bureau direct,4128464,29-09-20242018
POL766396,2020-10-26,2022-09-21,2025-05-25,193-BRA,suspendu,NSIA,bureau direct,2786178,29-09-20242018
POL351687,2020-09-01,2022-05-20,2022-12-15,1V941,annulé,LEADWAY,bureau direct,3488078,29-09-20242018
POL007978,2021-07-26,2023-09-23,2025-07-11,735-UNR,valide,LEADWAY,bureau direct,83285,29-09-20242018
POL412121,2022-10-10,2023-03-02,2024-03-02,554 XUS,annulé,LEADWAY,courtier,1216571,29-09-20242018
POL506508,2022-11-23,2025-08-07,2025-08-12,HOF 192,valide,LEADWAY,banque assurance,2505615,29-09-20242018
POL831431,2023-08-13,2025-05-07,2025-09-18,GCI-5511,valide,LEADWAY,banque assurance,773133,29-09-20242018
POL983139,2020-08-07,2025-08-21,2025-08-23,ZWY 628,valide,SUNU,bureau direct,159203,29-09-20242018
POL113366,2021-10-07,2024-02-04,2024-11-21,CZB-645,expiré,SUNU,bureau direct,4100417,29-09-20242018
POL677558,2023-03-23,2023-03-25,2023-06-01,FWJ-480,expiré,NSIA,bureau direct,3539289,29-09-20242018
POL839436,2020-02-07,2023-07-01,2025-07-16,EFN 212,suspendu,NSIA,courtier,256459,29-09-20242018
POL464456,2023-11-12,2024-06-02,2024-09-12,I 900228,expiré,NSIA,agent generale,2261907,29-09-20242018
POL202386,2021-05-11,2025-08-04,2025-08-16,M34-FBW,expiré,LEADWAY,courtier,17599,29-09-20242018
POL855726,2023-10-11,2024-05-24,2025-08-02,901-KIR,suspendu,NSIA,agent generale,3848550,29-09-20242018
POL490432,2020-09-27,2024-06-12,2024-11-11,KCF 495,expiré,NSIA,bureau direct,4087473,29-09-20242018
POL628064,2024-02-10,2025-06-04,2025-07-14,897O6,valide,LEADWAY,courtier,3935092,29-09-20242018
POL296055,2024-02-06,2024-04-05,2024-06-18,93D I80,annulé,LEADWAY,agent generale,257583,29-09-20242018
POL415267,2022-10-20,2024-06-14,2024-10-16,IBW-4058,annulé,SUNU,courtier,623323,29-09-20242018
POL455800,2020-07-20,2022-06-28,2025-05-07,BZ4 6384,valide,SUNU,bureau direct,648167,29-09-20242018
POL306160,2020-06-18,2021-08-19,2021-12-14,QM4 B5M,expiré,LEADWAY,agent generale,817493,29-09-20242018
POL144708,2023-10-29,2024-03-24,2025-05-15,99-ES94,valide,NSIA,banque assurance,1286629,29-09-20242018
POL264874,2021-03-06,2021-09-17,2022-11-26,000JSD,expiré,SUNU,courtier,1653267,29-09-20242018
POL857397,2019-12-11,2024-02-25,2025-01-27,577-VWD,annulé,SUNU,courtier,2468140,29-09-20242018
POL333646,2022-05-06,2022-11-24,2025-08-06,1FN 834,annulé,NSIA,agent generale,2618462,29-09-20242018
POL192567,2021-05-26,2024-05-20,2024-12-24,KBC-013,expiré,NSIA,agent generale,317242,29-09-20242018
POL196828,2022-09-14,2023-11-06,2024-06-29,42-T428,suspendu,SUNU,courtier,4899394,29-09-20242018
POL331218,2022-06-15,2023-02-06,2025-06-07,9N 8D2YDX,valide,LEADWAY,courtier,83493,29-09-20242018
POL734534,2024-08-23,2025-04-08,2025-08-14,ZJR-296,valide,LEADWAY,banque assurance,1597602,29-09-20242018
POL114663,2023-03-14,2023-11-29,2024-01-10,MPB 555,annulé,LEADWAY,agent generale,518201,29-09-20242018
POL446182,2023-06-28,2025-02-01,2025-07-01,889 NAK,valide,LEADWAY,agent generale,1888460,29-09-20242018
POL942255,2023-02-08,2025-03-02,2025-04-05,CVT-0089,suspendu,LEADWAY,bureau direct,3902948,29-09-20242018
POL296516,2022-04-19,2024-05-14,2024-10-23,4LZ 551,valide,NSIA,courtier,3604370,29-09-20242018
POL823332,2024-03-17,2025-07-29,2025-09-24,XEO-703,suspendu,SUNU,courtier,1839543,29-09-20242018
POL625412,2022-03-13,2024-12-12,2025-04-29,065OEC,annulé,SUNU,agent generale,4178967,29-09-20242018
POL261321,2024-04-17,2025-05-31,2025-09-17,5KMF 06,expiré,SUNU,banque assurance,1836865,29-09-20242018
POL493196,2021-06-03,2022-02-05,2022-03-01,1854 ME,suspendu,LEADWAY,courtier,1502198,29-09-20242018
POL145774,2022-05-23,2024-06-19,2025-05-27,497-SRZ,suspendu,LEADWAY,bureau direct,4992955,29-09-20242018
POL639050,2022-04-14,2023-09-10,2024-05-28,ZOW-398,expiré,SUNU,agent generale,3400285,29-09-20242018
POL257225,2024-01-20,2024-01-25,2024-10-04,ABI-441,suspendu,SUNU,bureau direct,178315,29-09-20242018
POL873193,2022-08-13,2022-12-24,2024-06-18,LBE 739,expiré,LEADWAY,agent generale,1529027,29-09-20242018
POL706801,2023-08-04,2025-05-21,2025-06-05,UWS-0495,valide,NSIA,agent generale,3002665,29-09-20242018
POL477716,2023-11-03,2023-11-15,2025-08-13,HM 7157,annulé,NSIA,agent generale,884101,29-09-20242018
POL097529,2023-04-14,2025-05-30,2025-06-11,803939,valide,NSIA,courtier,184878,29-09-20242018
POL829772,2021-07-05,2023-02-14,2023-03-23,7ZJ 294,annulé,SUNU,bureau direct,3190993,29-09-20242018
POL170311,2022-12-16,2024-11-26,2025-06-21,GMA 044,valide,NSIA,bureau direct,3430569,29-09-20242018
POL034884,2024-01-29,2025-07-31,2025-08-16,798 9OL,suspendu,SUNU,banque assurance,4951655,29-09-20242018
POL849479,2024-07-12,2025-03-11,2025-03-11,DYT-204,suspendu,NSIA,courtier,465190,29-09-20242018
POL403383,2021-08-31,2022-12-08,2024-12-22,KXT 918,suspendu,NSIA,courtier,2089449,29-09-20242018
POL021323,2022-10-15,2023-09-08,2023-11-17,257 VOC,suspendu,SUNU,courtier,3097492,29-09-20242018
POL911733,2024-09-08,2025-02-26,2025-09-26,3UK06,suspendu,NSIA,agent generale,4714465,29-09-20242018
POL138278,2020-01-09,2023-08-02,2025-05-16,AXV-9786,annulé,SUNU,banque assurance,1737814,29-09-20242018
POL968272,2021-06-06,2025-04-12,2025-08-02,0U GO999,expiré,LEADWAY,agent generale,632064,29-09-20242018
POL206677,2023-11-25,2025-08-04,2025-09-22,DGZ 3942,suspendu,NSIA,banque assurance,1017610,29-09-20242018
POL178682,2021-08-08,2023-05-28,2023-08-09,9VY 836,suspendu,NSIA,courtier,1028313,29-09-20242018
POL542604,2020-05-06,2023-08-12,2025-01-15,8M 3265Q,suspendu,SUNU,courtier,461529,29-09-20242018
POL872285,2021-05-15,2022-12-22,2023-05-14,MRO 302,suspendu,LEADWAY,banque assurance,186077,29-09-20242018
POL454109,2020-09-05,2023-05-31,2023-10-24,7TUF403,valide,LEADWAY,courtier,1216952,29-09-20242018
POL217474,2024-04-03,2025-08-25,2025-09-23,Y98 3WS,suspendu,NSIA,bureau direct,3022338,29-09-20242018
POL542839,2022-12-15,2024-03-19,2024-04-21,50-CC92,valide,LEADWAY,banque assurance,3233143,29-09-20242018
POL022789,2021-09-29,2022-03-29,2022-05-07,MET 339,valide,NSIA,agent generale,1637473,29-09-20242018
POL374574,2022-08-08,2024-11-14,2024-11-15,4R 2I0MQP,valide,LEADWAY,agent generale,4230473,29-09-20242018
POL138702,2024-02-29,2024-09-29,2025-08-11,79-6283I,suspendu,LEADWAY,courtier,4991326,29-09-20242018
POL065065,2023-05-30,2023-10-17,2025-01-31,98LQ2,annulé,NSIA,banque assurance,1684264,29-09-20242018
POL156520,2019-11-27,2025-06-26,2025-07-02,2II 709,expiré,SUNU,banque assurance,1814054,29-09-20242018
POL818119,2024-03-12,2024-11-06,2024-11-23,QZ5 1492,valide,SUNU,banque assurance,2162398,29-09-20242018
POL371581,2020-08-27,2022-06-12,2024-04-07,VZF4302,annulé,LEADWAY,agent generale,3360754,29-09-20242018
POL809148,2021-02-01,2025-03-30,2025-09-10,796 II0,valide,NSIA,agent generale,196935,29-09-20242018
POL619531,2021-07-05,2021-12-10,2022-08-03,9CXW466,annulé,NSIA,agent generale,4676731,29-09-20242018
POL903695,2024-07-24,2025-01-07,2025-03-25,XIR-9358,suspendu,NSIA,courtier,4275794,29-09-20242018
POL570475,2023-12-09,2024-04-21,2024-10-22,QHK-5036,expiré,SUNU,bureau direct,4926342,29-09-20242018
POL750346,2022-09-17,2025-02-07,2025-04-05,YJB 477,expiré,SUNU,courtier,1760466,29-09-20242018
POL401263,2020-03-01,2020-11-21,2022-09-07,2ES 538,suspendu,NSIA,bureau direct,1515551,29-09-20242018
POL462031,2022-07-22,2025-03-02,2025-04-12,LCE-853,annulé,SUNU,bureau direct,2816972,29-09-20242018
POL251904,2021-10-26,2023-02-18,2023-10-13,CNI-569,expiré,LEADWAY,bureau direct,679658,29-09-20242018
POL020715,2024-05-20,2025-03-01,2025-05-17,H30 6JJ,suspendu,SUNU,courtier,1297488,29-09-20242018
POL661658,2021-01-02,2022-05-25,2023-04-08,65Y•543,annulé,LEADWAY,bureau direct,3300746,29-09-20242018
POL463139,2023-08-30,2024-11-08,2025-04-19,3Y 5F8JJY,annulé,LEADWAY,banque assurance,3269738,29-09-20242018
POL031977,2021-11-21,2022-08-27,2024-06-05,3CD 872,valide,SUNU,agent generale,1231232,29-09-20242018
POL847085,2021-06-01,2024-12-30,2025-05-20,YRE3163,suspendu,SUNU,banque assurance,4909159,29-09-20242018
POL558450,2021-10-30,2025-02-06,2025-07-21,6JZ 065,suspendu,SUNU,banque assurance,2095020,29-09-20242018
POL011320,2021-09-30,2024-10-10,2024-11-06,QMT-5332,annulé,SUNU,courtier,3017773,29-09-20242018
POL126184,2020-05-30,2020-08-31,2025-04-01,LDE 642,annulé,LEADWAY,bureau direct,4844059,29-09-20242018
